standard_normalized,reward_fn_normalized,detection_counters,confusion_matrix,post_processing_strategy,anomaly_threshold,topk,long_window,short_window,precision,recall,f1,accuracy,standard_raw,reward_fn_raw
-2.575939521869539,7.054636809981717,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 5, 'im_detected_ids': [6, 7, 14, 16, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 5, 'tn': 0, 'fp': 90, 'fn': 14}","[[25431    90]
 [  952    15]]",,,,,,0.14285714285714285,0.015511892450879007,0.027985074626865673,0.9606614315916642,-19.978857018310425,-33.97885701831042
-2.575939521869539,7.054636809981717,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 4, 'im_detected_ids': [6, 7, 14, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 4, 'tn': 0, 'fp': 42, 'fn': 15}","[[25479    42]
 [  956    11]]",mahalanobis,99.8,1,0,0,0.2075471698113207,0.0113753877973112,0.0215686274509803,0.9623225611597704,-17.221403180792176,-32.22140318079218
-2.575939521869539,7.054636809981717,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 1, 'im_detected_ids': [16], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 1, 'tn': 0, 'fp': 25, 'fn': 18}","[[25496    25]
 [  966     1]]",likelihood,0.99975,1,30,2,0.0384615384615384,0.0010341261633919,0.0020140986908358,0.9625868317728784,-19.9850672547669,-37.9850672547669
-2.575939521869539,7.054636809981717,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 3, 'im_detected_ids': [7, 14, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 3, 'tn': 0, 'fp': 24, 'fn': 16}","[[25497    24]
 [  964     3]]",mahalanobis,99.9,1,0,0,0.1111111111111111,0.0031023784901758,0.0060362173038229,0.9627000906070674,-15.797911282008332,-31.79791128200833
-14.443203295415676,-2.611258337294667,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 4, 'im_detected_ids': [6, 7, 14, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 4, 'tn': 0, 'fp': 115, 'fn': 15}","[[25406   115]
 [  952    15]]",,,,,,0.11538461538461539,0.015511892450879007,0.027347310847766638,0.959717607973422,-24.488417252257957,-39.48841725225796
-14.443203295415676,-2.611258337294667,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 4, 'im_detected_ids': [6, 7, 14, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 4, 'tn': 0, 'fp': 42, 'fn': 15}","[[25479    42]
 [  956    11]]",mahalanobis,99.8,1,0,0,0.2075471698113207,0.0113753877973112,0.0215686274509803,0.9623225611597704,-17.221403180792176,-32.22140318079218
-14.443203295415676,-2.611258337294667,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 2, 'im_detected_ids': [7, 14], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 2, 'tn': 0, 'fp': 51, 'fn': 17}","[[25470    51]
 [  965     2]]",mahalanobis,99.8,1,0,0,0.0377358490566037,0.0020682523267838,0.0039215686274509,0.961643008154636,-20.920299347938823,-37.92029934793882
-14.443203295415676,-2.611258337294667,"{'issue_detected': 0, 'issue_detected_ids': [], 'im_detected': 3, 'im_detected_ids': [7, 14, 17], 'TestLog_detected': 0, 'TestLog_detected_ids': [], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 3, 'tn': 0, 'fp': 24, 'fn': 16}","[[25497    24]
 [  964     3]]",mahalanobis,99.9,1,0,0,0.1111111111111111,0.0031023784901758,0.0060362173038229,0.9627000906070674,-15.797911282008332,-31.79791128200833
-68.38350792009251,-28.04514563093883,"{'issue_detected': 2, 'issue_detected_ids': [3, 12], 'im_detected': 7, 'im_detected_ids': [6, 7, 8, 9, 14, 16, 17], 'TestLog_detected': 1, 'TestLog_detected_ids': [11], 'gt_issue_ids': [3, 12, 13], 'gt_im_ids': [0, 5, 6, 7, 8, 9, 14, 16, 17], 'gt_TestLog_ids': [1, 2, 4, 10, 11, 15, 18], 'tp': 10, 'tn': 0, 'fp': 410, 'fn': 9}","[[25111   410]
 [  931    36]]",,,,,,0.08071748878923767,0.03722854188210962,0.050955414012738856,0.9493733011174872,-44.985733009635155,-53.98573300963513
